p,R1,R2,R11,R22,S11_10GHz,S11_12GHz,S11_14GHz
6.293129753784311,2.3784253232053247,1.4059932630266327,0.8600130874869415,0.5650980976424163,-25.057907749876907,-19.700658864883913,-14.926937613451724
5.9548447399026925,2.213944999409213,1.427737693795819,0.7768419318957301,0.4572895208934823,-25.735116800724587,-19.52092616847281,-20.43823840529975
6.013505640937585,2.2963468111608525,1.536065859583865,0.7794286696441999,0.44444471805276026,-25.18592448094877,-17.009379201679177,-18.83516815926505
5.715050362757308,2.6213405537917795,1.2691179600880886,0.8576950367127874,0.5235076899439582,-26.59939476219431,-20.330145713906056,-17.951041744963693
5.891123455094964,2.5591314755151067,1.0980487844179174,0.706512915015229,0.4796407081611769,-22.722913501946696,-20.381313072820873,-16.29392835355663
6.022184517941973,2.3654485504511045,1.4183849544753695,0.7805739612408495,0.4904528741677214,-26.234511998422395,-19.860105785585045,-17.40079594109672
5.769801284515539,2.30570052172523,1.5800511181510852,0.8095211944962529,0.47656530865606656,-26.03196628384718,-18.714180877302752,-17.534290868728874
6.075139603669134,2.318004699007739,1.5238946352939435,0.8224609360642517,0.4922059957769746,-25.4402592043864,-21.80784083622848,-19.69089568883122
5.879872262016239,2.392027695909562,1.4209659415274625,0.774509665340456,0.5479561433628902,-23.711924275147624,-22.358667069771805,-19.735412095844207
5.941661250041345,2.146581115220239,1.3508363814367952,0.8017220505852921,0.5240638537585436,-24.985491000737348,-20.704538324744178,-17.516243009565144
5.87965867755412,2.2613935193864982,1.480712259663731,0.6755836323293506,0.5258667053566093,-26.236135796030464,-21.960707550871145,-20.046158990727537
6.370455636901788,2.0497123889183615,1.302645380029553,0.7670875793833076,0.4575131883262206,-23.74566163924266,-20.509797617030767,-18.797816625433992
5.997300555052413,2.359883468390792,1.4476357769356218,0.8226754356277234,0.4654653879034139,-24.26899937321452,-19.397000364644853,-17.248624006371212
5.78845781420882,2.397079390955411,1.4505470159166627,0.750885298287266,0.41482764021543717,-24.461565042783548,-21.068898636262716,-19.473486408415162
6.164508982420638,2.2275220306550936,1.5060209907498878,0.8029492110794799,0.4757185753675174,-24.28426575882916,-21.71219189213761,-15.59196605645729
5.755831270005795,2.5360980144935046,1.6759660038911077,0.8223436250401349,0.5287010955915697,-22.60563809941755,-19.91679540594158,-16.164095483643166
6.041772719000951,2.1161351505496486,1.4392415967178767,0.7828725399571118,0.5155083954724511,-22.814905104963888,-18.964947818461795,-20.35712999750745
5.6080659752240445,2.0803437679685266,1.34910363742925,0.8085231885498286,0.4933546021114363,-25.686715343003296,-22.033968126219936,-19.39855686477298
5.734362790220314,2.3336677727839956,1.3974425687808005,0.7518633717357694,0.4993309914884584,-23.376115007188847,-19.01572112203282,-21.428665866742424
6.039372247173825,2.457064745391823,1.223092409511088,0.7896694360151977,0.47933343372273784,-24.6168318102411,-19.01923255551401,-19.173887043822198
6.147693315999082,2.5525891537186802,1.3305286868910942,0.8305108084794611,0.5061427664720535,-24.50090418386225,-18.855097877412046,-16.8504172851414
6.034273656237994,2.2311673605696587,1.3590717561886896,0.8078486480484217,0.5229763483844184,-26.692270831643327,-18.537823742153975,-18.620842413412284
5.976870343522352,2.461802125014694,1.3475911602065407,0.7706734365218033,0.4515233963776858,-25.170385765388197,-17.35758329040846,-17.30880413457605
5.939779260882142,2.294223729574894,1.4152354872033721,0.8112108202145397,0.5089894306351205,-25.812823590336563,-20.427310458342866,-20.283501477422618
5.704295601926514,2.2741059050088768,1.3177580067617798,0.8357304895318309,0.52797304612864,-24.17194118510669,-19.86851410390657,-16.803037118127143
5.856031158321058,2.4325489906230007,1.512103066732447,0.6975029360711261,0.4875469913310989,-23.928919499597196,-20.49972611989763,-18.832663841892526
5.907872245808043,2.3978484317620126,1.4000207064918195,0.857953703247795,0.5210210183636175,-27.07448635101631,-19.997627786293027,-17.981745476575643
6.211424445243783,2.0635411764523623,1.3990699678861385,0.7831872630659464,0.5844396333341766,-25.02203486400427,-18.160551973236426,-18.13931175208958
6.068723657913692,2.521481052458884,1.3672105283487082,0.8212744966620116,0.4968697162103932,-23.878138495205746,-21.614017380716803,-19.907322781338426
5.647391968927453,2.5070137031221176,1.4155190683858978,0.8598623461822614,0.5117992115001597,-25.186678962313444,-21.03325960659869,-19.729626497609672
6.0648167938789594,2.2061655947735703,1.4825098264667633,0.7314163151384767,0.47785828749015824,-24.270936354997637,-18.347382876194526,-16.54830829649486
5.922983543916737,2.359370530015611,1.3132869784289098,0.7645279498786227,0.5054375348780615,-24.648834532372916,-18.77595619171749,-17.401511763747457
5.8646155999388085,2.3741045279424107,1.3341883510924744,0.7855725652062148,0.5138081487494691,-24.658339768047373,-20.435757976180494,-16.42492643766986
6.1223352577681736,2.339101064873586,1.3696273971223334,0.7608123239437786,0.5058452702081041,-25.271314978068297,-18.974717598655136,-17.513012646746223
6.20619990449919,2.217454226923187,1.2654129076526783,0.8867468287918405,0.46940914040873427,-26.21658080413571,-19.59054098900956,-17.785514047786176
6.18625602382324,2.1992564948092923,1.31807421402785,0.7571613953086604,0.5061908531397635,-26.121530147425027,-18.199670469198814,-20.58901592800015
5.8321564953554725,2.296166889351283,1.352377912645534,0.7722226610256567,0.5438658781615291,-24.29064748554468,-19.91058848740787,-18.405550045141755
5.938157524829757,2.4759093528889045,1.4874389180712726,0.8102194515801489,0.5134590729354358,-24.980541744481116,-18.769241463352902,-18.041076480605614
6.066252686280713,2.3815400231891646,1.4262561329001924,0.7398925236961956,0.5288596156721552,-25.138512244607224,-16.829585707408857,-15.07033920259114
6.195109025424472,2.244407850187084,1.4193589911367543,0.7802159644121869,0.4928896408996212,-25.423890042322352,-19.28228101394304,-16.969565051851983
5.904165152430942,2.4157548065972514,1.485089796216797,0.8158726630625088,0.5224970071827113,-25.305188845480753,-19.940806201046186,-15.695908227435707
5.962868204667236,1.8727186069054884,1.3862628211600603,0.7833569797808745,0.5083780351464958,-23.95308820551186,-19.133063617734823,-17.10369344115791
5.778733005198794,2.4723148550558154,1.4390464849928888,0.7953306570550026,0.47147267810938304,-25.335244081868026,-20.43833702984466,-19.06695484042422
5.760758675183866,2.0390429331832847,1.3896778247067503,0.7735333943775815,0.5095556301439662,-26.34106471330157,-17.134438753370322,-17.824313675775223
6.16250516447884,2.24563385878953,1.4265362349399628,0.7242764845409617,0.47024910009679066,-24.256348224459828,-19.783914754764822,-17.64566453060365
6.271248005714164,2.132049515806078,1.3417241342388417,0.816079660566962,0.48101359175345626,-25.204876663864717,-20.327519984270616,-19.40873335465602
5.985597975683933,2.105797778641864,1.156118284172357,0.8877466535823622,0.5056798492187712,-24.968604134467224,-21.002826806024043,-18.576581064889382
6.200706579578405,2.4741240181067776,1.3865720837813695,0.8009200815391719,0.5089173282014037,-23.39242169360049,-18.683335770072276,-18.30865049051576
6.072327205009527,2.229844819803216,1.542274813609994,0.8112632058623775,0.4643230260476861,-25.020560557350507,-18.959375104606714,-15.591570251152323
5.870976049078975,2.351975582259607,1.4926215402241592,0.834636137755843,0.5316195731354862,-24.710816326881275,-20.596825245696913,-21.12111078808647
6.072279121101682,2.292961913168122,1.496539748459117,0.7365334751726651,0.5171601883490142,-26.178923491298324,-19.308258385853094,-16.191272368925937
6.307607313293194,2.371556124083468,1.5236130721806216,0.8851257329064803,0.4788581469316735,-25.21966945235096,-21.81026716185543,-19.405192852439075
5.99283479217801,2.3115232836590383,1.4088657590961438,0.8101164398211401,0.4538724561065247,-24.3904739547914,-19.778035309912212,-20.058118780904422
6.312928731162801,2.1075511663717146,1.4197315707405596,0.8815928449544554,0.49565286262755703,-26.555373733841243,-19.456692377507967,-16.230086804942303
5.476050979182051,2.449440022917071,1.338234810456565,0.7633483502238005,0.4866216885841652,-24.79915490688429,-17.951204228528933,-16.90215289614843
6.164380500875045,2.225936512525803,1.368392714397295,0.8909030961278913,0.5033942137115907,-24.899208927355193,-20.924982563274426,-16.118221946428214
6.017409413647634,2.0665127152010374,1.4615771149771142,0.8387577747017392,0.489106500165333,-24.95871254441256,-21.53402315456279,-16.798947078681636
5.9401985299068265,2.235782725855113,1.5203884437168815,0.827652004292618,0.4397762941776497,-23.962841101341755,-21.07451355311005,-14.910232497393897
6.018352155307101,2.5251139685951465,1.3860553724319,0.8117012227176574,0.48834959185096527,-24.66556148515148,-21.603882200377903,-17.161914244583272
5.6024862170798215,2.4275332613170235,1.3549810735148586,0.7875735690962776,0.4908314266679506,-23.521928101643557,-18.39601117068922,-18.234716064184738
5.956065622432497,2.247702179838821,1.4000527958856597,0.8600265829236937,0.5190098307432217,-25.993589515594035,-18.141632845971156,-17.485610434017985
6.071422514302349,2.2476113443522356,1.4601206748929114,0.8070179934924024,0.4790540097616685,-24.864075432781654,-19.615740106461406,-16.134796307481054
6.295578808948303,2.2517547423173925,1.2556145183866456,0.7016465148206424,0.550360240201177,-24.915533213610054,-18.53444606517782,-19.169062987890175
5.896345956345271,2.611512197534126,1.170381904686276,0.7441406769146499,0.4426507834804473,-26.06925449375508,-19.839249943303717,-18.97783287379707
5.838301279421362,2.3572903178347326,1.3449463150508416,0.7907077123903626,0.5393350249340787,-24.043704997908655,-20.11413397724092,-18.46344002189686
5.899648591283093,2.36450624707866,1.277928757408584,0.8154999491582778,0.49327043087365685,-22.67532669414718,-20.399645142864514,-21.156874198148
6.183080423540415,2.454542518104776,1.3491859802352688,0.7971705755550053,0.5257875461703067,-25.01700607448383,-20.372469189653078,-17.79288238737368
6.065750221931937,2.335818373853977,1.3852219681182527,0.8609485394896832,0.502394044521762,-24.494978911726232,-21.857361867570837,-20.829193055926538
5.894047959246592,2.2611436781268943,1.3546751590976986,0.7024449067980688,0.534186666080764,-24.915481524184674,-19.682894283671192,-17.92041103060107
6.102653486622671,2.270547522637253,1.5452467534470744,0.8071793968252581,0.4883791410634157,-25.713584669907174,-20.048400692256852,-16.702065365797125
6.019415509869608,2.28925981108789,1.432674476460232,0.7091010387306423,0.46704138724466565,-26.820760277802016,-19.10556713110655,-18.715314690965755
6.193728998106578,2.2944166645235238,1.4300474359610829,0.8379856147742084,0.5426151286181319,-25.705773483095363,-19.88777180427367,-15.484326194719694
5.85958938122453,2.409144431545547,1.4622207144043402,0.7952770642778999,0.49659558062353576,-26.39195838095173,-20.19524444188291,-20.19075134912773
5.934467570680447,2.307791882871095,1.286116688221923,0.8209804986012059,0.5066467542087263,-23.29589792194088,-21.045431636009155,-16.213108977552253
5.921578369373568,2.4098960115823367,1.5039111787420267,0.7568058519705118,0.5370425574213439,-25.115109693923237,-19.913416115813888,-16.98729441538962
5.707297010373576,2.2878925129837127,1.392423571346454,0.8639732465828875,0.46904134273716697,-25.34591932904717,-19.114115323020606,-20.574049872466034
6.0592240554129155,2.3117952785474136,1.467048061724121,0.8520862332029426,0.5178647269291777,-24.110846175212195,-21.372006789300634,-13.933808551439201
6.052211054435978,2.000269897320184,1.2928142766959843,0.8291772151505944,0.4823031573061133,-26.12175110285589,-19.895031495583112,-18.095617928255948
6.001022691328492,2.437449151205372,1.2446241233983935,0.793524137656828,0.49603491933066884,-25.766864038004552,-19.72034845816462,-19.31622603323345
5.953082573324971,2.351973271384699,1.4817889658025027,0.8289928642647566,0.5021683689615287,-24.93192773075138,-20.861677740341918,-20.110630792176025
5.7169258515899175,2.4497015164789477,1.4376409526097516,0.7646553716006326,0.45499334415659193,-23.97123100857652,-20.7054275658896,-18.33002704148951
5.915870935446928,1.8655616932709465,1.3097948445642489,0.8427777829510357,0.47663488871538695,-24.498314954831212,-19.723266981480542,-18.19111030858494
5.931457096694646,2.613256205717109,1.3130336918725305,0.8824740447161961,0.5405321867723942,-24.75167485748412,-21.360105221951148,-17.8460317071905
5.839544546155676,2.2790615557767238,1.5125434784414769,0.8535305279989593,0.5265857356575439,-24.921882264763983,-19.580091541700728,-18.44669423433594
5.967742857666798,2.4662274225106273,1.2810588107132672,0.7635198765096296,0.49812081268018293,-24.599764144473223,-21.07442524839104,-17.05016203482736
6.0808101713629075,2.1440141109311703,1.5642672953255963,0.8180708658636552,0.5072937037553867,-24.798347094870746,-18.72457556836014,-18.58144474899487
6.377237180242106,2.391916085759385,1.3099379265352131,0.7353429228120677,0.4911727248309063,-26.029972274776934,-17.194606705534042,-20.902446175860707
6.0349155625663675,2.1419876655239514,1.4638391925608383,0.8286195155587839,0.5406975015748394,-24.95392077836685,-21.032908162042183,-18.22404224347446
6.0515100781445526,2.206434655895629,1.3671381524251014,0.822530170643127,0.49398942266617507,-26.073688658917753,-19.35895056515039,-21.551216480059917
5.985110816846767,2.587104703080018,1.4603187431082343,0.7065091830233918,0.5069552627640455,-24.918917457099177,-20.872090285858423,-17.469344053662915
5.616245756940192,2.271397639885498,1.3455885997885806,0.7419108078043819,0.534380904324262,-25.480647941488243,-18.75085499144265,-19.468950345423952
5.994697224910157,2.332614930976958,1.3837207093927706,0.7858430551628117,0.4766788554546228,-22.460618377217138,-21.518310090902258,-17.7549594676263
6.012046041988206,2.4305101596033127,1.404091917539572,0.7849570126429587,0.5467636755349068,-25.03989438375171,-19.423295889886745,-16.028887527713096
6.492648422497057,2.3743522831958903,1.2997812544218525,0.7395261532290598,0.45408615770769867,-26.404239566261587,-21.047586760267222,-19.423123042902
5.961527807043775,2.3225628357715364,1.4740824345420125,0.8194489364676092,0.548889263933384,-25.134180210676924,-20.248381506918044,-16.408115612231825
6.0603094684667225,2.3547441503699336,1.3486786433528415,0.8125736804470256,0.4888197324814408,-24.480641254362112,-21.237230330176768,-18.65008435002923
5.9930576460589515,2.660512337785741,1.3771400084659982,0.7902865434010741,0.49271903756524155,-23.326636053847476,-19.013179434925096,-15.37020779690162
5.766264392476094,2.291357180444962,1.3005650625391487,0.7622104249920819,0.4432996948645117,-25.58945239993872,-21.004376425327504,-18.54772891979732
6.228564562903004,2.330164857007245,1.1437666341204689,0.8524353563208282,0.4863561584786692,-26.58242797402364,-19.337642888801806,-19.260739478260035
6.150386606537355,2.4575981594011416,1.380897223739983,0.8827703556544149,0.4688058040691935,-24.18316298856902,-20.412917633914798,-16.969142324407066
6.158206389408609,2.4658288899436975,1.6412615421612915,0.7758219258076732,0.4817706096387958,-26.38059870589965,-20.137366846158635,-18.653684594435454
5.818122509041052,2.478054545834057,1.4784604287898022,0.769391654142259,0.4958806710263336,-25.436155441507484,-19.822692911119844,-19.262174271193512
6.2805588621872195,2.3958095333043774,1.3980739620265605,0.8245603832705999,0.5287337484341872,-25.257620485510994,-20.914189605990618,-18.716759776055685
5.719629787441544,2.1285492630904272,1.373710917079173,0.7820985310126507,0.5062281005420187,-25.069633453300106,-19.747559463750935,-18.0669097982745
6.117371418760054,2.545014729845164,1.4022465892812046,0.7930301399668384,0.5092302996020334,-24.310835542925666,-18.163598522774706,-15.986729803132718
6.438091125161995,2.1280481910471964,1.4547119115175209,0.8369826575862336,0.46713441833463315,-25.683634282286388,-20.933713742999256,-20.901131618189368
5.801892734973863,2.3453953197858546,1.2819187184691154,0.7045321956246354,0.47357737731191807,-25.27372925216676,-18.593827828071387,-17.96537901157437
5.886740454079446,2.186858622497096,1.511432169466887,0.8659151162426335,0.5539617505505393,-25.01427035294939,-18.202282839814657,-17.062644608018935
6.019930273017528,2.290379248011051,1.4715381315441243,0.8036340262164671,0.4779439689571026,-24.85040204248121,-20.979385986833652,-17.709827137512306
5.89930486917676,2.349314361545522,1.4718185725707933,0.779425342771891,0.5496862475617189,-24.902172825292077,-21.746065526108662,-16.0352022458497
5.689867313786774,2.3482035823175407,1.4438475738809726,0.7955382922889276,0.492708164033574,-24.56399422477742,-19.637646919793884,-18.111517994637786
6.013712594961206,2.3632881131352925,1.401961665769399,0.798121467751026,0.5000686380843051,-24.156160490358264,-20.656889027320247,-18.276827163278917
5.787539257254779,2.542056690358797,1.4672861235966819,0.7134399348277538,0.5321109548068979,-24.607365884349033,-17.757676137004395,-17.111505679479986
6.094718486127037,2.3680301452270967,1.4591814133741376,0.8747469113726618,0.5381567726581596,-24.54641447649078,-19.9582309514002,-17.851029277572977
5.816115153153239,2.2633765047064025,1.3645959289058975,0.802066281613531,0.4966756231916274,-26.582223166746477,-20.962639289642215,-18.585613107420706
6.309986881003508,2.4446130752432533,1.3426398227103098,0.8221501065223689,0.48835270839435385,-24.94977230083432,-21.376591413214054,-17.22578394062043
5.843349341532752,2.478420573338696,1.4101856295261985,0.8475774885287022,0.4983223865443336,-24.52049245199839,-18.692114049091003,-18.978792439824968
5.935587696758865,2.115858827729451,1.5549020151495188,0.748941877121985,0.5101387258469635,-24.27105880542955,-20.685420768901025,-18.91676572802899
6.162703443473934,2.3896100104774787,1.27608929243461,0.8236735949517615,0.5267391106060927,-25.692350774233795,-19.947405440647486,-18.791991032648422
5.753827136713209,2.4051759113466344,1.2532474734247558,0.7866179454550604,0.5001268957698245,-25.659039274888645,-18.853036705865023,-15.97039625975039
6.045491986920826,2.255365474496001,1.4164760841236517,0.8423385387608248,0.5185665889406946,-25.5741006752836,-20.581110022316995,-22.83152453397857
6.261428550856485,2.506356021996743,1.4050887701856016,0.6936386289824252,0.5491507919681282,-24.463586100108657,-20.05511459448819,-17.406601747855586
5.678503353087755,2.277491661945121,1.4173341664370407,0.7950452849879366,0.5114392883679435,-23.96611894507579,-20.019882091787025,-17.948592278699667
6.036926771706461,2.318836468020731,1.4243953197908499,0.7698589672108019,0.5093495856801433,-25.4074601072916,-19.18001058618069,-20.52130568885718
6.0519765588496846,2.274039226357419,1.3776797745365195,0.8216131475317078,0.45443267524729797,-24.09203768637295,-19.29110679738761,-17.535409831295997
6.156364574355462,2.30233685713722,1.548986343860208,0.8235022093684101,0.4210780958951281,-24.876520190835407,-20.264136477505794,-17.286372012252702
5.752609857824384,2.1355587369657196,1.2399096021523484,0.7646187052588987,0.5116512718769051,-25.124285777162438,-19.92362112620418,-17.1155411529639
5.7359086773831445,2.083992367610856,1.3171502975219753,0.7643913067911978,0.4971552730615738,-25.21138422981797,-20.446134813828188,-21.977742094567425
6.10438831312338,2.5391757594837454,1.3896745239850952,0.7944667315721335,0.48455651975255776,-24.253388635397844,-21.773134888303332,-15.950415882218342
6.059396934646637,2.1729557977522505,1.235681118884583,0.7551678886342397,0.5073059061255903,-24.67442218321293,-19.690878971122245,-19.10660505702726
6.050098570069175,2.1512911475815537,1.3824145595567927,0.8420991847726064,0.49818788812409276,-22.72417457235236,-17.729369887000317,-16.970148379870235
6.069289641899395,1.9769914829594426,1.5661470165728018,0.7815396399776278,0.533833407519017,-25.852224642997324,-21.060462968829274,-16.888389328976572
5.863995055684302,2.2041557378465746,1.402088648829596,0.6546505890339179,0.5025833260477693,-24.481898297970023,-20.927635651523243,-19.31504562842894
6.046450739432201,2.101536530988875,1.4230700905718683,0.7812588971689097,0.477592301447895,-25.529201009811512,-21.04487332597249,-17.009310071472676
6.058614494659737,2.546302274020455,1.273983523482742,0.7480728089578015,0.5297049871687787,-25.869286986988644,-19.130489865532255,-18.578239861368537
5.857129716394726,2.4514725634013947,1.3383638591960523,0.7184362092269527,0.4934860677516139,-25.01086713703497,-19.461817454964272,-21.107065769007235
6.3731549022289515,2.196777448223341,1.3624803619676062,0.7381286680888715,0.5157961005101692,-24.862647520592965,-20.190245230899748,-16.248387111708332
6.0947665841823575,2.637865370801646,1.3682284903243764,0.8054704235916486,0.485677678814216,-22.081826444939907,-21.101622873966758,-19.16256744452436
5.76173930055947,2.447264823048739,1.5281643795003768,0.8664320414124116,0.4805051934350769,-25.184145815683202,-19.889147850032092,-19.28174019410708
6.131310721726766,2.2512752924737063,1.4557691060725124,0.8156592236932491,0.5025250469055709,-26.130178729484683,-21.877546552802965,-18.604598802055083
5.805063665954536,1.9250891427689638,1.2888542043062967,0.769674830589213,0.5003848593063106,-24.726989282505613,-19.827888119771007,-17.591644912008917
6.15741692074849,2.643641385888611,1.4246504778432003,0.8227952097585352,0.514394811061005,-27.074640037546367,-18.95417073669448,-18.085905616233152
6.23171911580148,2.0915641299854606,1.4498221748496785,0.7770454844890504,0.4919406274007077,-25.091956782604267,-21.501438963960414,-17.177899612939243
5.835863536329658,2.0531901879564662,1.5140149038521264,0.7652699815418428,0.4449092064868881,-24.98397471770484,-21.839021932195596,-20.009234049792987
6.192675225848864,2.453385564801446,1.5580540686568374,0.7422818665883508,0.48701678349234834,-24.205399617054788,-18.104674529966168,-19.1135795556461
6.0825561853873,2.6659628609508905,1.2984905808172131,0.7124085596624141,0.5238145540143144,-24.026377750572152,-20.734111567405503,-18.1739956084823
6.164412031998898,2.5076409227765777,1.318914248878966,0.7805038146720278,0.49107871762270683,-25.50356961890772,-18.636862584867412,-15.15316906101194
6.379358596530789,2.3845863680078536,1.2742422141085383,0.8079026744960066,0.49260849792456357,-25.150614014629934,-20.184797198237398,-18.170718807620638
5.950922376799426,2.3892131512497925,1.3765980140893017,0.7951688164992555,0.5295912951771781,-25.76612083061067,-20.19434578032959,-16.37216660450755
5.849252767128502,2.428012333817046,1.4466358374446333,0.7792016536026322,0.47864080318223234,-26.128062554807695,-19.473904760604025,-17.942167246823523
5.822097114074896,2.4138392884680147,1.4987334516589101,0.752712696965161,0.453715903452713,-24.690105220619365,-21.06079862809573,-18.725487956156353
5.836837943006913,2.3421787135954064,1.3924048976357477,0.8304123095842485,0.49518106641423515,-26.2735855485966,-19.841003427805227,-18.37008663617166
5.9845796581171795,2.3156301655927813,1.3680152476745155,0.7341434040026708,0.48547478146253786,-25.414626900571864,-20.45778729778891,-18.25262956804332
6.0682303949633285,2.2906110308150716,1.415175799224874,0.8388013956921738,0.4710126104074024,-25.995173959899237,-21.584592132086037,-17.094531391558892
6.055338159866004,2.1869053116699986,1.3164857098369975,0.7498891490536638,0.49473864632303927,-24.45031681370974,-19.595021510328323,-15.938083098635168
6.165436649807205,2.257898738469984,1.6089538721694772,0.7623782381323483,0.5147451694174036,-23.198569900733514,-20.315969368253498,-17.46047872847052
6.002600378375582,2.046056477870692,1.239233897288194,0.7266607404692162,0.4997213431529655,-26.30158798280333,-20.18842979413365,-16.219383481887366
6.290706815431463,2.2852490559807874,1.4184740578895723,0.7749298926557182,0.5092094321805871,-26.853018482897568,-21.45219313209699,-19.44718460644453
5.9470686333524085,2.1517113339273624,1.6023606219229638,0.848765622923899,0.5544022309554627,-25.12488688535007,-18.090319558684634,-18.621945763221046
6.544033833317924,2.1344616024176344,1.4006799844559996,0.8257814044221978,0.48971363415327307,-24.98430220404224,-18.947942976336662,-19.0864538013115
6.125133469553001,2.3269841226730215,1.3809960964998504,0.8489211056014018,0.5083504590393401,-24.7813406932427,-18.843012938993624,-17.528333113687722
5.828568488716743,2.5088003429516896,1.3642554577189572,0.8261071272966969,0.48472359912202595,-25.446320515234344,-20.36653364293002,-18.53843757776912
5.785821500387778,2.437747490900347,1.381960831823759,0.7448165085734816,0.4746092084033908,-25.200639298825433,-22.075019467404104,-16.905340594448706
6.096494483048637,2.0644249094565232,1.537284847467653,0.7834605387836222,0.4824527703974669,-24.632489589459396,-17.65649914101259,-19.396502567448664
5.95530744293483,2.151555779514449,1.1788138088670492,0.7609900435441269,0.48563724285434934,-23.95956910735516,-20.07331700960704,-17.935453540018077
6.142800098818419,2.441115678198232,1.5533433701296324,0.8665287452019521,0.5107842739264138,-26.95504877031828,-20.898559755224063,-16.969713133481616
6.094647524914709,2.152626890969253,1.2576042847549853,0.7401605676786844,0.5704722736010227,-25.36893943903146,-19.499838110620264,-21.097954162560917
5.985434217468625,2.266305027500446,1.3733347670765583,0.8446848844694556,0.4785186969117248,-24.786191206058938,-18.599455054396042,-14.817553039004695
5.830641256386319,2.3825078148536827,1.3570755579701337,0.8446476935054386,0.4875012408315361,-25.917976104610737,-20.02766066730256,-18.424727827319813
5.6970305550628275,2.1547483317704543,1.4588553269770719,0.8914810100858044,0.4981063096066626,-23.2688303682327,-18.46570979847275,-21.037559870514258
5.910697009586595,2.3158063259218937,1.2401875648116252,0.7795156703685252,0.5118739654612924,-25.635409880228735,-18.700400073779758,-17.762859152134823
6.171279758864695,2.099896175762269,1.4462172666081943,0.8356161079790081,0.5079065243586436,-25.04129268700728,-21.29165742488247,-17.949834798040275
6.042818748826041,2.2097948534073177,1.6024309623286852,0.9140825918269422,0.5385228738184435,-24.44397790315771,-20.808548126791372,-18.12284156935874
5.750852244257603,2.3479672901213804,1.2636825995407188,0.7691179161533153,0.42720823788394374,-25.591284788801893,-18.85095540406428,-16.51321333061
6.034636185170236,2.0610509399702495,1.4189706167610394,0.723247987623382,0.42839210389412985,-26.846573047804416,-23.255135076572525,-16.878832542859417
6.077063475945767,2.36607121069406,1.333801782220339,0.7059994983046118,0.48512365483969555,-25.42865452691653,-20.179346831797986,-17.55318571346423
5.823228512759774,2.297054330160998,1.4425887206193035,0.8356356014430666,0.5329190056263112,-23.97055944407296,-21.716997441949605,-17.324766549080028
6.030745021189105,2.382873493162572,1.401914777741575,0.7058424895970709,0.4530305590518321,-25.336895126785137,-20.57186456172023,-18.15653767415713
